Scrip,Date,Open,High,Low,Close,Percent Change,Volume,Sector
NEPSE,11/4/2020,1645.53,1645.7,1638.69,1640.64,0.00 %,"1,757,423,745.00",OVER ALL MARKET
NEPSE,11/5/2020,1644.94,1645.08,1634.38,1636.17,0.00 %,"2,842,469,177.00",OVER ALL MARKET
NEPSE,11/8/2020,1643.29,1648.58,1637.8,1648.58,0.00 %,"3,526,777,261.00",OVER ALL MARKET
NEPSE,11/9/2020,1648.75,1661.32,1648.75,1652.8,0.00 %,"3,699,879,726.00",OVER ALL MARKET
NEPSE,11/10/2020,1660.37,1678.79,1659.18,1678.79,0.00 %,"4,096,190,256.00",OVER ALL MARKET
NEPSE,11/11/2020,1681.82,1707.67,1681.82,1707.67,0.00 %,"4,099,604,742.00",OVER ALL MARKET
NEPSE,11/12/2020,1713.71,1722.32,1702.7,1718.49,0.00 %,"4,256,475,891.00",OVER ALL MARKET
NEPSE,11/18/2020,1714.86,1741.81,1708.87,1741.81,0.00 %,"4,791,041,649.00",OVER ALL MARKET
NEPSE,11/19/2020,1750.42,1779.21,1750.42,1778.12,0.00 %,"6,116,730,071.00",OVER ALL MARKET
NEPSE,11/22/2020,1791.21,1811.63,1761.75,1782.81,0.00 %,"6,878,787,665.00",OVER ALL MARKET
NEPSE,11/23/2020,1789.35,1792.41,1772.11,1780.43,0.00 %,"4,762,704,611.00",OVER ALL MARKET
NEPSE,11/24/2020,1790.19,1813.86,1786.71,1810.11,0.00 %,"5,442,950,189.00",OVER ALL MARKET
NEPSE,11/25/2020,1820.87,1874.81,1820.87,1874.81,0.00 %,"5,131,886,488.00",OVER ALL MARKET
NEPSE,11/26/2020,1894.78,1926.91,1879,1893.24,0.00 %,"7,613,030,091.00",OVER ALL MARKET
NEPSE,11/29/2020,1912.11,1971.42,1912.11,1968.27,0.00 %,"9,227,348,348.00",OVER ALL MARKET
NEPSE,11/30/2020,2000,2028.45,1971.24,1997.05,0.00 %,"8,867,714,682.00",OVER ALL MARKET
NEPSE,12/1/2020,2009.46,2022.25,1966.18,2000.4,0.00 %,"7,404,154,007.00",OVER ALL MARKET
NEPSE,12/2/2020,2016.82,2077.7,2016.82,2071.02,0.00 %,"7,463,482,972.00",OVER ALL MARKET
NEPSE,12/3/2020,2090.79,2118.41,2040.99,2055.45,0.00 %,"8,026,023,798.00",OVER ALL MARKET
NEPSE,12/6/2020,2051.51,2051.51,1932.11,1932.11,0.00 %,"7,209,180,213.00",OVER ALL MARKET
NEPSE,12/7/2020,1929.46,2004.39,1914.42,2004.39,0.00 %,"6,667,956,831.00",OVER ALL MARKET
NEPSE,12/8/2020,2033.97,2047.35,1982.07,1995.35,0.00 %,"5,719,436,384.00",OVER ALL MARKET
NEPSE,12/9/2020,2006.4,2009.81,1948.98,1955.75,0.00 %,"4,745,649,292.00",OVER ALL MARKET
NEPSE,12/10/2020,1954.6,1974.12,1938.92,1964.02,0.00 %,"4,146,321,050.00",OVER ALL MARKET
NEPSE,12/13/2020,1973.75,2010.45,1967.44,2010.45,0.00 %,"4,899,484,131.00",OVER ALL MARKET
NEPSE,12/14/2020,2022.72,2069.06,2022.72,2067.17,0.00 %,"7,204,136,923.00",OVER ALL MARKET
NEPSE,12/15/2020,2085.56,2100.96,2050.9,2061.41,0.00 %,"6,069,331,687.00",OVER ALL MARKET
NEPSE,12/16/2020,2097.2,2097.2,2041.85,2055.22,0.00 %,"5,144,675,578.00",OVER ALL MARKET
NEPSE,12/17/2020,2058.72,2059.8,2025.19,2032.51,0.00 %,"6,769,890,815.00",OVER ALL MARKET
NEPSE,12/20/2020,2046.57,2046.57,1935.4,1935.63,0.00 %,"8,612,857,317.00",OVER ALL MARKET
NEPSE,12/21/2020,1919.05,1977.42,1874.07,1965.96,0.00 %,"6,698,874,354.00",OVER ALL MARKET
NEPSE,12/22/2020,1987.47,2061.41,1987.47,2061.41,0.00 %,"6,740,744,432.00",OVER ALL MARKET
NEPSE,12/23/2020,2094.27,2127.22,2063.13,2068.45,0.00 %,"6,862,445,215.00",OVER ALL MARKET
NEPSE,12/24/2020,2091.59,2091.59,2025.65,2038.63,0.00 %,"5,369,046,322.00",OVER ALL MARKET
NEPSE,12/27/2020,2047.12,2047.19,1994.8,1998.65,0.00 %,"4,623,452,312.00",OVER ALL MARKET
NEPSE,12/28/2020,1998.81,2013.51,1981.5,2007.29,0.00 %,"3,850,320,045.00",OVER ALL MARKET
NEPSE,12/29/2020,2016.26,2031.47,2009.38,2012.89,0.00 %,"4,092,227,802.00",OVER ALL MARKET
NEPSE,12/30/2020,2023.59,2062.06,2023.4,2062.06,0.00 %,"4,446,222,579.00",OVER ALL MARKET
NEPSE,12/31/2020,2079.37,2112.59,2073.8,2087.27,0.00 %,"5,703,469,837.00",OVER ALL MARKET
NEPSE,1/3/2021,2104.85,2175.39,2104.85,2175.39,0.00 %,"6,344,017,889.00",OVER ALL MARKET
NEPSE,1/4/2021,2207.05,2216.44,2154,2169.04,0.00 %,"5,961,733,122.00",OVER ALL MARKET
NEPSE,1/5/2021,2167.82,2182.39,2149.74,2165.49,0.00 %,"4,566,381,178.00",OVER ALL MARKET
NEPSE,1/6/2021,2170.82,2185.2,2170.31,2178.57,0.00 %,"4,425,472,339.00",OVER ALL MARKET
NEPSE,1/7/2021,2181.27,2204.97,2179.09,2194.48,0.00 %,"5,874,708,279.00",OVER ALL MARKET
NEPSE,1/10/2021,2201.38,2238.24,2201.38,2235.72,0.00 %,"6,326,646,806.00",OVER ALL MARKET
NEPSE,1/11/2021,2264.27,2266.44,2229.13,2239.42,0.00 %,"5,524,832,993.00",OVER ALL MARKET
NEPSE,1/12/2021,2243.16,2267.73,2233.61,2267.73,0.00 %,"4,982,391,897.00",OVER ALL MARKET
NEPSE,1/13/2021,2279.04,2296.17,2277.26,2286.54,0.00 %,"5,914,389,261.00",OVER ALL MARKET
NEPSE,1/17/2021,2299.33,2316.8,2297.5,2315,0.00 %,"6,374,267,782.00",OVER ALL MARKET
NEPSE,1/18/2021,2333.87,2340.57,2319.58,2332.31,0.00 %,"6,314,664,167.00",OVER ALL MARKET
NEPSE,1/19/2021,2361.99,2362.86,2304.98,2326.9,0.00 %,"7,467,439,848.00",OVER ALL MARKET
NEPSE,1/20/2021,2361.52,2362.99,2322.72,2342.76,0.00 %,"6,210,966,026.00",OVER ALL MARKET
NEPSE,1/21/2021,2372.86,2376.13,2354.7,2374.64,0.00 %,"7,798,528,433.00",OVER ALL MARKET
NEPSE,1/24/2021,2396.74,2429.11,2396.74,2424.84,0.00 %,"9,376,053,220.00",OVER ALL MARKET
NEPSE,1/25/2021,2447.01,2456.22,2408.87,2440.87,0.00 %,"8,903,538,731.00",OVER ALL MARKET
NEPSE,1/26/2021,2461.42,2462.28,2419.89,2423.09,0.00 %,"8,279,701,077.00",OVER ALL MARKET
NEPSE,1/27/2021,2433.74,2449.42,2416.62,2441.85,0.00 %,"8,006,238,770.00",OVER ALL MARKET
NEPSE,1/28/2021,2460.83,2460.83,2420.64,2425.29,0.00 %,"9,898,456,128.00",OVER ALL MARKET
NEPSE,1/31/2021,2425.53,2425.53,2366.46,2370.54,0.00 %,"8,973,206,450.00",OVER ALL MARKET
NEPSE,2/1/2021,2372.04,2413.18,2372.04,2408.24,0.00 %,"6,972,936,529.00",OVER ALL MARKET
NEPSE,2/2/2021,2434.48,2473.73,2429.9,2473.73,0.00 %,"8,593,472,987.00",OVER ALL MARKET
NEPSE,2/3/2021,2490.53,2519.85,2457.99,2466.92,0.00 %,"9,531,716,496.00",OVER ALL MARKET
NEPSE,2/4/2021,2479.6,2481.59,2443.68,2475.26,0.00 %,"7,615,071,093.00",OVER ALL MARKET
NEPSE,2/7/2021,2486.79,2524,2486.79,2524,0.00 %,"10,441,951,304.00",OVER ALL MARKET
NEPSE,2/8/2021,2553.78,2563.29,2538.83,2561.47,0.00 %,"10,619,163,869.00",OVER ALL MARKET
NEPSE,2/9/2021,2562.43,2585.15,2524.44,2532.46,0.00 %,"8,146,269,193.00",OVER ALL MARKET
NEPSE,2/10/2021,2544.8,2547.76,2511.03,2543.03,0.00 %,"7,649,411,398.00",OVER ALL MARKET
NEPSE,2/11/2021,2552.33,2565.13,2524.81,2526.92,0.00 %,"8,411,732,003.00",OVER ALL MARKET
NEPSE,2/14/2021,2536.47,2536.47,2482.24,2493.59,0.00 %,"6,927,668,931.00",OVER ALL MARKET
NEPSE,2/15/2021,2517.46,2586.01,2538.22,2586.01,0.00 %,"10,384,197,669.00",OVER ALL MARKET
NEPSE,2/16/2021,2615.36,2631.37,2584.14,2601.51,0.00 %,"10,035,454,955.00",OVER ALL MARKET
NEPSE,2/17/2021,2619.8,2623.64,2596.19,2611.45,0.00 %,"8,035,510,844.00",OVER ALL MARKET
NEPSE,2/18/2021,2634.47,2642.47,2619.17,2636.68,0.00 %,"8,762,146,785.00",OVER ALL MARKET
NEPSE,2/21/2021,2667.27,2667.59,2619.58,2640.34,0.00 %,"8,834,603,967.00",OVER ALL MARKET
NEPSE,2/22/2021,2665.86,2676.16,2603.05,2607.67,- %,"8,406,310,671.00",OVER ALL MARKET
NEPSE,2/23/2021,2627.33,2627.33,2519.41,2586.51,0.00 %,"8,561,539,426.00",OVER ALL MARKET
NEPSE,2/24/2021,2600.32,2620.45,2498.58,2599.07,0.00 %,"6,701,872,439.00",OVER ALL MARKET
NEPSE,2/25/2021,2622.7,2622.77,2547.84,2554.13,0.00 %,"6,098,188,414.00",OVER ALL MARKET
NEPSE,2/28/2021,2557.79,2559.43,2474.39,2474.39,0.00 %,"8,355,289,814.00",OVER ALL MARKET
NEPSE,3/1/2021,2488.33,2524.4,2442.6,2515.03,0.00 %,"5,692,316,831.00",OVER ALL MARKET
NEPSE,3/2/2021,2523.45,2529.64,2437.25,2455.33,0.00 %,"6,119,638,669.00",OVER ALL MARKET
NEPSE,3/3/2021,2449.23,2453.67,2391.14,2416.01,0.00 %,"6,254,809,441.78",OVER ALL MARKET
NEPSE,3/4/2021,2425.2,2507.09,2422.5,2506.68,0.00 %,"6,058,104,316.76",OVER ALL MARKET
NEPSE,3/7/2021,2519.97,2527.09,2473.08,2485.1,0.00 %,"5,005,466,480.04",OVER ALL MARKET
NEPSE,3/9/2021,2494.05,2494.41,2453.38,2461.88,0.00 %,"4,752,708,147.00",OVER ALL MARKET
NEPSE,3/10/2021,2476.93,2479.63,2446.09,2458.49,0.00 %,"4,100,406,336.64",OVER ALL MARKET
NEPSE,3/14/2021,2466.27,2469.43,2397.3,2407.26,0.00 %,"4,952,722,195.34",OVER ALL MARKET
NEPSE,3/15/2021,2418.51,2432.95,2379.78,2389.19,0.00 %,"4,248,424,066.10",OVER ALL MARKET
NEPSE,3/16/2021,2400.05,2417.47,2369.52,2391.75,0.00 %,"3,375,699,339.03",OVER ALL MARKET
NEPSE,3/17/2021,2399.21,2432.4,2390.05,2432.15,0.00 %,"3,374,552,177.73",OVER ALL MARKET
NEPSE,3/18/2021,2448.72,2476.61,2441.17,2475.09,0.00 %,"4,661,792,186.86",OVER ALL MARKET
NEPSE,3/21/2021,2494.48,2538.47,2492.27,2538.47,0.00 %,"5,919,824,569.16",OVER ALL MARKET
NEPSE,3/22/2021,2562.37,2568.36,2509.21,2514.4,0.00 %,"5,351,337,289.75",OVER ALL MARKET
NEPSE,3/23/2021,2524.43,2531.46,2495.97,2528.96,0.00 %,"5,141,897,169.20",OVER ALL MARKET
NEPSE,3/24/2021,2549.55,2570.67,2546.05,2570.31,0.00 %,"6,674,423,940.60",OVER ALL MARKET
NEPSE,3/25/2021,2584.79,2595.88,2543.56,2548.97,0.00 %,"6,500,806,040.03",OVER ALL MARKET
NEPSE,3/29/2021,2558.23,2562.6,2537.67,2543.52,0.00 %,"4,410,345,029.57",OVER ALL MARKET
NEPSE,3/30/2021,2545.54,2576.33,2544.96,2575.67,0.00 %,"6,185,679,497.56",OVER ALL MARKET
NEPSE,3/31/2021,2596.66,2619.15,2592.8,2619.03,0.00 %,"6,166,900,815.53",OVER ALL MARKET
NEPSE,4/1/2021,2645.5,2645.5,2615.26,2631.9,0.00 %,"7,250,924,123.60",OVER ALL MARKET
NEPSE,4/4/2021,2658.31,2658.73,2646.05,2657.61,0.00 %,"9,006,858,557.96",OVER ALL MARKET
NEPSE,4/5/2021,2679.39,2682.27,2639.67,2658.75,0.00 %,"7,296,760,155.82",OVER ALL MARKET
NEPSE,4/6/2021,2678.96,2678.96,2641.8,2674.47,0.00 %,"7,477,795,737.92",OVER ALL MARKET
NEPSE,4/7/2021,2694.54,2694.98,2667.91,2671.62,0.00 %,"7,266,972,569.76",OVER ALL MARKET
NEPSE,4/8/2021,2690.28,2690.28,2672.24,2674.36,0.00 %,"6,556,616,679.95",OVER ALL MARKET
NEPSE,4/12/2021,2674.5,2694.38,2671.74,2691.56,0.00 %,"7,610,828,049.72",OVER ALL MARKET
NEPSE,4/13/2021,2698.07,2715.53,2688.18,2714.79,0.00 %,"7,143,151,000.27",OVER ALL MARKET
NEPSE,4/15/2021,2735.4,2755.3,2731.82,2735.4,0.00 %,"8,636,668,659.43",OVER ALL MARKET
NEPSE,4/18/2021,2759.9,2760.02,2696.3,2699.51,0.00 %,"8,801,803,214.97",OVER ALL MARKET
NEPSE,4/19/2021,2716.24,2716.87,2656.58,2661.94,0.00 %,"6,766,801,223.82",OVER ALL MARKET
NEPSE,4/20/2021,2673.24,2684.77,2645.56,2664.62,0.00 %,"5,538,617,640.49",OVER ALL MARKET
NEPSE,4/21/2021,2674.82,2675.41,2624.7,2632.21,0.00 %,"5,772,251,202.75",OVER ALL MARKET
NEPSE,4/22/2021,2647.11,2651.53,2609.02,2648.01,0.00 %,"5,915,139,887.96",OVER ALL MARKET
NEPSE,4/25/2021,2664.7,2665.56,2563.78,2572.21,0.00 %,"7,284,194,901.09",OVER ALL MARKET
NEPSE,4/26/2021,2571.5,2579.41,2500.74,2506.62,0.00 %,"6,590,928,202.41",OVER ALL MARKET
NEPSE,4/27/2021,2506.52,2599.37,2504.23,2599.08,0.00 %,"5,109,096,957.06",OVER ALL MARKET
NEPSE,4/28/2021,2606.56,2622.66,2563.95,2585.28,-0.53 %,"3,990,431,235.93",OVER ALL MARKET
NEPSE,4/29/2021,2601.21,2612.29,2582.35,2611.11,1.00 %,"4,357,019,248.68",OVER ALL MARKET
NEPSE,5/2/2021,2627.82,2665.11,2610.81,2665.11,2.07 %,"7,360,800,500.33",OVER ALL MARKET
NEPSE,5/3/2021,2676.46,2694,2645.71,2652.58,-0.46 %,"7,529,290,146.00",OVER ALL MARKET
NEPSE,5/4/2021,2652.27,2663.64,2640.54,2654.03,0.07 %,"5,894,773,562.00",OVER ALL MARKET
NEPSE,5/5/2021,2675.95,2676.57,2648.52,2649.6,-0.19 %,"6,216,814,313.04",OVER ALL MARKET
NEPSE,5/6/2021,2657.2,2659.09,2626.08,2637.13,-0.47 %,"6,810,091,452.53",OVER ALL MARKET
NEPSE,5/9/2021,2652.58,2652.6,2613.32,2618.63,-0.72 %,"6,148,966,772.34",OVER ALL MARKET
NEPSE,5/10/2021,2613.18,2647.07,2607.78,2645.85,1.02 %,"4,203,832,788.74",OVER ALL MARKET
NEPSE,5/11/2021,2647.48,2680.91,2645.77,2673.32,0.98 %,"5,810,673,070.66",OVER ALL MARKET
NEPSE,5/12/2021,2685.41,2688.75,2664.04,2673.88,-0.07 %,"5,326,052,801.48",OVER ALL MARKET
NEPSE,5/13/2021,2701.92,2702.74,2679.03,2684.01,0.37 %,"7,126,885,280.36",OVER ALL MARKET
NEPSE,5/16/2021,2693.91,2738.59,2693.91,2738.3,2.02 %,"10,403,879,000.34",OVER ALL MARKET
NEPSE,5/17/2021,2748.83,2771.22,2747.82,2759.22,0.73 %,"9,576,361,139.17",OVER ALL MARKET
NEPSE,5/18/2021,2784.6,2794.96,2766.71,2793.81,1.24 %,"11,359,360,091.96",OVER ALL MARKET
NEPSE,5/19/2021,2816.26,2822.23,2769.2,2780.81,-0.62 %,"11,958,097,410.72",OVER ALL MARKET
NEPSE,5/20/2021,2807.53,2807.53,2775.89,2787.19,0.24 %,"9,305,222,003.60",OVER ALL MARKET
NEPSE,5/23/2021,2768.87,2820.6,2737.43,2820,0.96 %,"11,695,034,728.26",OVER ALL MARKET
NEPSE,5/24/2021,2840.21,2850.73,2807.33,2823.05,0.02 %,"13,175,353,187.83",OVER ALL MARKET
NEPSE,5/25/2021,2828.07,2836.24,2803.72,2816.6,-0.26 %,"11,133,398,107.56",OVER ALL MARKET
NEPSE,5/27/2021,2784.59,2836.06,2760.86,2815.4,-0.01 %,"14,768,808,492.24",OVER ALL MARKET
NEPSE,5/30/2021,2836.11,2854.8,2814.72,2827.93,0.42 %,"17,028,432,244.91",OVER ALL MARKET
NEPSE,5/31/2021,2842.28,2851.18,2781,2782.86,0.32 %,"13,604,619,431.20",OVER ALL MARKET
NEPSE,6/1/2021,2790.72,2799.85,2751.65,2771.15,-0.51 %,"8,598,160,117.00",OVER ALL MARKET
NEPSE,6/2/2021,2793.22,2827.29,2770.83,2827.13,1.86 %,"11,351,815,356.00",OVER ALL MARKET
NEPSE,6/3/2021,2833.84,2876.11,2833.63,2856.77,1.00 %,"16,907,020,286.00",OVER ALL MARKET
NEPSE,6/6/2021,2884.07,2920.21,2880.47,2906.91,1.72 %,"17,271,787,524.50",OVER ALL MARKET
NEPSE,6/7/2021,2928.09,2933.54,2892.23,2906.7,-0.00 %,"15,818,659,062.50",OVER ALL MARKET
NEPSE,6/8/2021,2931.18,2960.29,2925.49,2960.14,1.84 %,"16,951,320,640.00",OVER ALL MARKET
NEPSE,6/9/2021,2995.08,3005.9,2933.62,2946.58,-0.52 %,"16,997,092,703.41",OVER ALL MARKET
NEPSE,6/10/2021,2968.09,2971.89,2925.74,2944.78,-0.07 %,"16,100,412,435.50",OVER ALL MARKET
NEPSE,6/13/2021,2965.77,2984.24,2957.13,2983.11,1.23 %,"19,550,166,636.00",OVER ALL MARKET
NEPSE,6/14/2021,3009.46,3051.02,3009.15,3025.83,1.39 %,"18,884,031,518.50",OVER ALL MARKET
NEPSE,6/15/2021,3061.81,3064.07,3012.95,3022.11,-0.22 %,"16,528,749,738.50",OVER ALL MARKET
NEPSE,6/16/2021,2989.55,3031.73,2943.3,2969.72,-1.86 %,"15,484,479,318.50",OVER ALL MARKET
NEPSE,6/17/2021,2982.97,2990.01,2944.89,2968.42,-0.11 %,"10,904,958,935.00",OVER ALL MARKET
NEPSE,6/20/2021,2975.25,2980.27,2880.57,2905.32,-2.20 %,"11,819,428,288.50",OVER ALL MARKET
NEPSE,6/21/2021,2924.07,2924.48,2828.62,2834.41,-2.45 %,"11,619,035,673.50",OVER ALL MARKET
NEPSE,6/22/2021,2844.7,2914.43,2824.04,2913.84,2.79 %,"10,286,269,957.00",OVER ALL MARKET
NEPSE,6/23/2021,2939.05,2940.03,2856.84,2859.96,-1.87 %,"8,362,671,680.50",OVER ALL MARKET
NEPSE,6/24/2021,2871.66,2873.76,2833.06,2843,-0.58 %,"7,033,603,739.50",OVER ALL MARKET
NEPSE,6/27/2021,2856.05,2883.02,2834.42,2870.18,0.96 %,"7,167,432,728.00",OVER ALL MARKET
NEPSE,6/28/2021,2898.42,2901.99,2861.55,2871.6969,0.15 %,"7,725,594,965.50",OVER ALL MARKET
NEPSE,6/29/2021,2880.34,2890.16,2823.21,2828,-1.65 %,"6,726,361,869.27",OVER ALL MARKET
NEPSE,6/30/2021,2835.67,2844.19,2782.01,2823.88,-1.00 %,"5,838,551,435.49",OVER ALL MARKET
NEPSE,7/1/2021,2833.5571,2867.2519,2831.1066,2843,0.68 %,"6,707,775,484.14",OVER ALL MARKET
NEPSE,7/4/2021,2852.24,2857.83,2831.95,2834.52,-0.30 %,"5,053,538,256.95",OVER ALL MARKET
NEPSE,7/5/2021,2845.5051,2847.4319,2814.3337,2822.74,-0.42 %,"4,582,212,578.61",OVER ALL MARKET
NEPSE,7/6/2021,2829.98,2835.31,2812.96,2818.11,-0.19 %,"4,224,018,255.09",OVER ALL MARKET
NEPSE,7/7/2021,2815.49,2826.41,2793.9,2801.13,-0.60 %,"4,585,861,976.21",OVER ALL MARKET
NEPSE,7/8/2021,2815.29,2832.73,2793.23,2825.11,0.86 %,"4,815,520,294.15",OVER ALL MARKET
NEPSE,7/11/2021,2845.43,2900.18,2845.15,2899.82,2.58 %,"8,061,382,496.39",OVER ALL MARKET
NEPSE,7/12/2021,2915.58,2930.41,2842.3,2854.84,-1.55 %,"9,980,026,526.96",OVER ALL MARKET
NEPSE,7/13/2021,2867.16,2884.75,2846.78,2871.03,0.57 %,"5,546,356,224.10",OVER ALL MARKET
NEPSE,7/14/2021,2882.07,2883.25,2857.63,2872.05,0.04 %,"5,654,576,205.11",OVER ALL MARKET
NEPSE,7/15/2021,2885.4,2890.34,2876.85,2883.38,0.24 %,"8,143,614,302.19",OVER ALL MARKET
NEPSE,7/18/2021,2892.47,2980.61,2892.31,2980.61,3.26 %,"11,638,126,492.62",OVER ALL MARKET
NEPSE,7/19/2021,3003.47,3032.84,2981.92,2994.42,0.33 %,"11,813,754,606.60",OVER ALL MARKET
NEPSE,7/22/2021,2990.9,3018.76,2987.29,3004.33,0.63 %,"11,114,121,615.71",OVER ALL MARKET
NEPSE,7/25/2021,3017.56,3058.85,3017.51,3058.64,1.81 %,"14,232,417,472.15",OVER ALL MARKET
NEPSE,7/26/2021,3072.93,3076.13,3041.81,3050.43,-0.36 %,"14,139,785,431.16",OVER ALL MARKET
NEPSE,7/27/2021,3030.5073,3085.8054,2999.2,3076.3728,0.89 %,"349,011,988.50",OVER ALL MARKET
NEPSE,7/28/2021,3088.45,3113.59,3075.93,3094.95,0.18 %,"13,291,954,535.44",OVER ALL MARKET
NEPSE,7/29/2021,3103.53,3107.91,3076.39,3079.82,-0.56 %,"10,905,830,064.17",OVER ALL MARKET
NEPSE,8/1/2021,3088.45,3099.13,3075.54,3081.07,0.03 %,"12,103,871,861.91",OVER ALL MARKET
NEPSE,8/2/2021,3087.91,3101.3,3079.04,3085.07,0.13 %,"10,983,682,606.43",OVER ALL MARKET
NEPSE,8/3/2021,3094.24,3111.16,3091.92,3111.09,0.00 %,"11,529,217,774.66",OVER ALL MARKET
NEPSE,8/4/2021,3126.99,3140.38,3120.78,3123.15,0.32 %,"15,595,794,271.04",OVER ALL MARKET
NEPSE,8/5/2021,3130.54,3138.61,3101.79,3107.45,-0.50 %,"14,316,249,964.69",OVER ALL MARKET
NEPSE,8/8/2021,3117.03,3121.43,3099.07,3108.13,-0.05 %,"14,308,136,886.78",OVER ALL MARKET
NEPSE,8/9/2021,3113.95,3122.56,3098.6,3109.6,-0.02 %,"14,137,338,880.86",OVER ALL MARKET
NEPSE,8/10/2021,3120.3,3164.61,3114.06,3161.56,1.63 %,"17,846,147,278.60",OVER ALL MARKET
NEPSE,8/11/2021,3172.54,3198.26,3158.17,3162.41,-0.06 %,"15,455,941,753.79",OVER ALL MARKET
NEPSE,8/12/2021,3172.75,3189.66,3166.68,3178.91,0.43 %,"17,513,276,115.01",OVER ALL MARKET
NEPSE,8/15/2021,3170.6536,3187.48,3104.86,3154.34,-0.77 %,"21,647,600,654.50",OVER ALL MARKET
NEPSE,8/16/2021,3165.09,3171.2,3136.47,3160.09,-0.17 %,"15,930,897,937.50",OVER ALL MARKET
NEPSE,8/17/2021,3165.69,3177.14,3154.76,3160.32,-0.12 %,"18,204,939,237.00",OVER ALL MARKET
NEPSE,8/18/2021,3172.3,3220.86,3153.42,3198.19,0.99 %,"21,313,489,269.00",OVER ALL MARKET
NEPSE,8/19/2021,3208.5308,3227.11,3178.25,3180.86,-0.56 %,"20,499,210,766.50",OVER ALL MARKET
NEPSE,8/24/2021,3186.47,3188.57,3121.68,3125.01,-1.78 %,"16,124,468,059.50",OVER ALL MARKET
NEPSE,8/25/2021,3126.02,3126.02,3068.04,3076.45,-1.76 %,"12,092,103,503.50",OVER ALL MARKET
NEPSE,8/26/2021,3085.04,3108.06,3069.72,3094.05,0.48 %,"13,421,974,791.50",OVER ALL MARKET
NEPSE,8/29/2021,3105.75,3116.82,3038.78,3044.87,-1.56 %,"15,483,687,944.50",OVER ALL MARKET
NEPSE,8/31/2021,3047.26,3047.59,2969.75,2975.84,0.00 %,"13,259,696,107.21",OVER ALL MARKET
NEPSE,9/1/2021,2977.29,3019.69,2961,2977.02,0.71 %,"9,351,799,654.65",OVER ALL MARKET
NEPSE,9/2/2021,2976.18,2994.35,2915.98,2926.74,-1.66 %,"9,505,970,822.34",OVER ALL MARKET
NEPSE,9/5/2021,2928.8,2929.32,2779.03,2818.73,-3.77 %,"11,240,391,044.63",OVER ALL MARKET
NEPSE,9/6/2021,2816.93,2981.27,2804.53,2980.79,5.73 %,"9,826,222,806.90",OVER ALL MARKET
NEPSE,9/7/2021,2999.62,3004.23,2912.99,2936.61,-1.52 %,"7,495,812,161.43",OVER ALL MARKET
NEPSE,9/8/2021,2940.91,2940.91,2873.64,2876.59,-2.09 %,"6,646,623,426.91",OVER ALL MARKET
NEPSE,9/9/2021,2880.55,2912.38,2865.96,2875.98,0.02 %,"7,050,770,070.49",OVER ALL MARKET
NEPSE,9/12/2021,2887.5,2947.5,2887.47,2947.42,2.44 %,"9,440,035,243.87",OVER ALL MARKET
NEPSE,9/13/2021,2962.81,2984.31,2939.79,2947.7,-0.01 %,"9,290,554,155.32",OVER ALL MARKET
NEPSE,9/14/2021,2950.37,2964.54,2915.62,2929.29,-0.73 %,"5,195,295,443.22",OVER ALL MARKET
NEPSE,9/15/2021,2933.23,2936.89,2881.53,2889.03,-1.44 %,"5,358,097,250.54",OVER ALL MARKET
NEPSE,9/16/2021,2889.21,2889.21,2795.24,2812.39,-2.81 %,"9,033,900,623.09",OVER ALL MARKET
NEPSE,9/20/2021,2817.98,2821.13,2696.81,2698.25,-4.05 %,"8,493,401,009.27",OVER ALL MARKET
NEPSE,9/21/2021,2693.42,2766.45,2613.87,2712.07,0.37 %,"7,364,798,651.77",OVER ALL MARKET
NEPSE,9/22/2021,2719.91,2819.03,2719.89,2816.95,3.82 %,"6,179,300,157.62",OVER ALL MARKET
NEPSE,9/23/2021,2833.52,2883.13,2804.16,2819.66,0.10 %,"7,726,371,029.49",OVER ALL MARKET
NEPSE,9/26/2021,2836.36,2846.29,2756.33,2758.48,-2.20 %,"6,500,117,780.43",OVER ALL MARKET
NEPSE,9/27/2021,2762.6,2769.79,2678.14,2685.42,-2.79 %,"5,120,973,095.93",OVER ALL MARKET
NEPSE,9/28/2021,2683.6,2695.35,2602.19,2615.4,-2.92 %,"5,745,488,178.57",OVER ALL MARKET
NEPSE,9/29/2021,2616.78,2666.19,2578.76,2665.94,1.82 %,"5,028,555,092.03",OVER ALL MARKET
NEPSE,9/30/2021,2667.45,2687.59,2629.95,2633.42,-1.33 %,"3,700,029,507.49",OVER ALL MARKET
NEPSE,10/3/2021,2637.36,2640.84,2572.96,2577.5,-2.23 %,"4,113,814,245.94",OVER ALL MARKET
NEPSE,10/4/2021,2577.36,2596.67,2542.09,2570.81,-0.47 %,"3,627,799,935.40",OVER ALL MARKET
NEPSE,10/5/2021,2569.79,2620.32,2569.78,2612.65,1.43 %,"2,996,819,683.01",OVER ALL MARKET
NEPSE,10/6/2021,2614.74,2681.39,2614.52,2681.11,2.47 %,"4,500,658,141.61",OVER ALL MARKET
NEPSE,10/10/2021,2687.19,2720.36,2654.35,2662.58,-0.81 %,"4,498,043,580.96",OVER ALL MARKET
NEPSE,10/11/2021,2667.59,2670.34,2616.4,2639.38,-0.77 %,"3,639,468,092.85",OVER ALL MARKET
NEPSE,10/17/2021,2644.42,2670.34,2616.4,2656.97,0.67 %,"1,497,375,370.87",OVER ALL MARKET
